ID,ALIAS - BUSINESS,ASSOCIATES,CLASSIFIED LEVEL,EVIDENCE,INFLUENCES,LOCALITIES,NAKAMOTO INDEX,SCREEN COLOR,TEXT COLOR,Name,Description,Image
7771,Sakou - 九州,Jaws,LEVEL 1,"So dang, there goes all the nice wxWidgets portability support functions.",Negative Reputations (Szabo 1996),"Eindhoven, NLD [VPN]",75,Black,White,CYPHERPUNK FILES #7771,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7771
7772,The Belgian - ブロック暗号,Sasquatch,LEVEL 3,"I don't want to do an exchange business myself, but it can be done indep...",Blind Signatures for Untraceable Payments (Chaum 1982),"Santa Cruz, USA [VPN]",57,Black,White,CYPHERPUNK FILES #7772,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7772
7773,Mr. X - 電気自動車,The Kazoo,LEVEL 3,"Using multiple copies of wallet.dat is not recommended or supported, in ...",Why I Wrote PGP (Zimmermann 1991),"Chicago, USA [VPN]",40,Black,White,CYPHERPUNK FILES #7773,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7773
7774,The Navigator - ブラウザ,The Storm,LEVEL 3,"You can get coins by getting someone to send you some, or turn on Option...",On Digital Cash-Like Payment Systems (Nagy 2005),"Princeton, USA [I2P]",53,Black,White,CYPHERPUNK FILES #7774,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7774
7775,Godspeed - ネット法と文化,Cold Boot,LEVEL 3,The heat from your computer is not wasted if you need to heat your home.,From Crossbows To Cryptography: Techno-Thwarting The State (Hammill 1987),"New York, USA [Relay]",57,Black,White,CYPHERPUNK FILES #7775,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7775
7776,The Finn - フォーラムビルダー,Fireman,LEVEL 3,"Even if Bitcoin grows at crazy adoption rates, I think computer speeds w...",For-Pay Remailers (Finney 1994),"Bluffdale, USA [VPN]",72,Black,White,CYPHERPUNK FILES #7776,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7776
7777,Bluebird - 短文投稿,Mr. Anderson,LEVEL 4,The heat from your computer is not wasted if you need to heat your home.,Online Cash Checks (Chaum 1989),"Berkeley, USA [Tor]",75,Black,White,CYPHERPUNK FILES #7777,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7777
7778,Jules - 漏洩,Jaws,LEVEL 1,Alert messages are signed with a private key that only I have.,A Cypherpunk's Manifesto (Hughes 1993),"Princeton, USA [I2P]",29,Black,White,CYPHERPUNK FILES #7778,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7778
7779,Mr. Right - 訴訟,Mr. Z,LEVEL 3,"GPU miners, please upgrade as soon as possible to shut down the free tra...",The Crypto Anarchist Manifesto (May 1988),"New York, USA [Relay]",57,Black,White,CYPHERPUNK FILES #7779,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7779
7780,Money - 作業証明,M,LEVEL 3,Much more of the work was designing than coding.,Crypto Anarchy and Virtual Communities (May 1994),"Santa Barbara, USA [Proxy]",30,Black,White,CYPHERPUNK FILES #7780,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7780
7781,Horoscope - かなり良いプライバシー,The Dutchman,LEVEL 3,"When they solve the proof-of-work, they broadcast the block to everyone ...",Online Cash Checks (Chaum 1989),"Zurich, CHE [I2P]",43,Black,White,CYPHERPUNK FILES #7781,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7781
7782,The Soldier - ルートキット,The Repeater,LEVEL 1,"I'm not going to be much help right now either, pretty busy with work, a...",Interpreting Power: The Principle of Least Authority (Szabo 2005),"Grand Cayman, CYM [Proxy]",55,Black,White,CYPHERPUNK FILES #7782,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7782
7783,Liberty Bell - ファイアウォール,Running Man,LEVEL 2,The network timestamps transactions by hashing them into an ongoing chai...,"Cyberspace, Crypto Anarchy, and Pushing Limits (May 1994)","Redmond, USA [I2P]",37,Black,White,CYPHERPUNK FILES #7783,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7783
7784,Cold Boot - 弱い鍵,The Gripper,LEVEL 1,I was very interested to read your b-money page.,Online Cash Checks (Chaum 1989),"London, GBR [VPN]",53,Black,White,CYPHERPUNK FILES #7784,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7784
7785,The Tailor - フグ,The Finn,LEVEL 2,That was the Achilles heel of Chaumian systems; when the central company...,Secure Property Titles with Owner Authority (Szabo 1998),"Dublin, IRL [VPN]",38,Black,White,CYPHERPUNK FILES #7785,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7785
7786,The Godfather II - 国民保健サービス,The Brother,LEVEL 2,The result is a distributed system with no single point of failure.,Intrapolynomial Cryptography (Szabo 1999),"Van Nuys, USA [Proxy]",28,Black,White,CYPHERPUNK FILES #7786,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7786
7787,Horoscope - かなり良いプライバシー,The Caller,LEVEL 2,I'm really dismayed to have this botch up the release after all that str...,State and Terrorist Conspiracies & Conspiracy as Governance (Assange 2006),"Delft, NLD [Relay]",25,Black,White,CYPHERPUNK FILES #7787,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7787
7788,The Repeater - タイムスタンプ,Riggs,LEVEL 3,"If someone was getting ready to fork a second version, I would have to a...",Shelling Out: The Origins of Money (Szabo 2002),"Dublin, IRL [VPN]",72,Black,White,CYPHERPUNK FILES #7788,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7788
7789,Q - タイムスタンプ,Mr. X,LEVEL 4,It might make sense just to get some in case it catches on.,The Crypto Anarchist Manifesto (May 1988),"Santa Cruz, USA [VPN]",33,Black,White,CYPHERPUNK FILES #7789,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7789
7790,Godspeed - ネット法と文化,Mt. Mox,LEVEL 3,"I was also surprised how many issues they argued, and more surprised tha...",Shelling Out: The Origins of Money (Szabo 2002),"Louvain-la-Neuve, BEL [Proxy]",56,Black,White,CYPHERPUNK FILES #7790,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7790
7791,The Hitman - 三位一体,Bluebird,LEVEL 1,"You're right, I was looking at a test run with 250,000 blocks... duh.",Secure Names for Bit-Strings (Stornetta and Haber 1997),"Chicago, USA [VPN]",45,Black,White,CYPHERPUNK FILES #7791,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7791
7792,Mr. Anderson - 蛇口,The Gardener,LEVEL 2,"As trust systems go, Ripple is unique in spreading trust around rather t...",RPOW - Reusable Proofs of Work (Finney 2004),"Delft, NLD [Relay]",75,Black,White,CYPHERPUNK FILES #7792,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7792
7793,Hellraiser - 鍵交換,V.I.P.,LEVEL 2,Bitcoin addresses you generate are kept forever.,Human Action: A Treatise on Economics (Mises 1949),"Palo Alto, USA [Proxy]",48,Black,White,CYPHERPUNK FILES #7793,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7793
7794,Mojo Man - ファイル共有,Sakou,LEVEL 1,This helps keep you from turning your coins over rapidly unless you're f...,The Machinery of Freedom (Friedman 1989),"Santa Cruz, USA [VPN]",62,Black,White,CYPHERPUNK FILES #7794,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7794
7795,The Soldier - ルートキット,The Chef,LEVEL 2,Some issues that we don't have easy answers for are best not to bring up.,A Formal Language for Analyzing Contracts (Szabo 2002),"London, GBR [VPN]",40,Black,White,CYPHERPUNK FILES #7795,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7795
7796,V.I.P. - 迷惑メール防止,The Storm,LEVEL 2,Some of their responses were rather Neanderthal...,Measuring Value (Szabo 2002),"Waterloo, CAN [Proxy]",58,Black,White,CYPHERPUNK FILES #7796,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7796
7797,The Parakeet - データ避難所,Soup Man,LEVEL 3,"If a majority of CPU power is controlled by honest nodes, the honest cha...",Micropayments and Mental Transaction Costs (Szabo 1999),"Sandy Ground, AIA [Relay]",33,Black,White,CYPHERPUNK FILES #7797,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7797
7798,Yorkie - 表現の自由,Q,LEVEL 2,"Bitcoins are sent to and from bitcoin addresses, which are essentially r...",Smart Liens (Szabo 1994),"Sydney, AUS [I2P]",28,Black,White,CYPHERPUNK FILES #7798,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7798
7799,The Kazoo - ハードウェア暗号,The Ram,LEVEL 3,Alert messages are signed with a private key that only I have.,Advances in Distributed Security (Szabo 2003),"Zurich, CHE [I2P]",35,Black,White,CYPHERPUNK FILES #7799,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7799
7800,The Don - 電子商取引,Shears,LEVEL 1,I believe I've worked through all those little details over the last yea...,Negative Reputations (Szabo 1996),"Haifa, ISR [Relay]",45,Black,White,CYPHERPUNK FILES #7800,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7800
7801,The Belgian - ブロック暗号,Youngster,LEVEL 1,Some issues that we don't have easy answers for are best not to bring up.,Against Intellectual Property (Kinsella 2008),"Sliema, MLT [VPN]",43,Black,Orange,CYPHERPUNK FILES #7801,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7801
7802,Charlie Bravo - 暗号特許,Mt. Mox,LEVEL 2,"Bitcoins have no dividend or potential future dividend, therefore not li...",Bit Gold (Szabo 2005),"Amsterdam, NLD [Tor]",37,Black,White,CYPHERPUNK FILES #7802,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7802
7803,The Soldier - ルートキット,Q,LEVEL 3,"Also, anonymous sounds a bit shady.  I think the people who want anonymo...",The Geodesic Market (Hettinga 1998),"Helsinki, FIN [Tor]",29,Black,White,CYPHERPUNK FILES #7803,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7803
7804,Liberty Bell - ファイアウォール,The Brother,LEVEL 2,sent directly from one party to another without going through a financia...,The Crypto Anarchist Manifesto (May 1988),"Delft, NLD [Relay]",44,Black,White,CYPHERPUNK FILES #7804,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7804
7805,Riggs - リカルディアン,The Carrier,LEVEL 1,The main thing my system adds is to also use proof-of-work to support a ...,On Digital Cash-Like Payment Systems (Nagy 2005),"Arcadia, USA [Relay]",66,Black,White,CYPHERPUNK FILES #7805,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7805
7806,Haste Maker - データアイランド,Molten Lava,LEVEL 2,It is strictly necessary that the longest chain is always considered the...,The Geodesic Market (Hettinga 1998),"Zurich, CHE [I2P]",51,Black,White,CYPHERPUNK FILES #7806,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7806
7807,Cold Boot - 弱い鍵,Goldfinger,LEVEL 1,I completely put off disk full handling until a later version. Probably ...,The Coming Jurisdictional Swamp of Global Internetworking (Barnes 1994),"Tokyo, JPN [VPN]",49,Black,White,CYPHERPUNK FILES #7807,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7807
7808,The Face - 列車模型,Young Gun,LEVEL 2,It's good to be coding again!,For-Pay Remailers (Finney 1994),"Austin, USA [Proxy]",28,Black,White,CYPHERPUNK FILES #7808,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7808
7809,Charlie Bravo - 暗号特許,The Earner,LEVEL 1,"You try it, I'm stumped.",The GNU Manifesto (Stallman 1985),"Osaka, JPN [I2P]",37,Black,White,CYPHERPUNK FILES #7809,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7809
7810,The Storm - デジタル文書,The Scribe,LEVEL 1,I hope it's obvious it was only the centrally controlled nature of those...,Shelling Out: The Origins of Money (Szabo 2002),"Amsterdam, NLD [Tor]",38,Black,White,CYPHERPUNK FILES #7810,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7810
7811,The Heater - デジタルベアラー,Thommy Boy,LEVEL 2,"If the hash breakdown came gradually, we could transition to a new hash ...",Financial Cryptography in 7 Layers (Grigg 2000),"Helsinki, FIN [Tor]",29,Black,White,CYPHERPUNK FILES #7811,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7811
7812,Sakou - 九州,Young Gun,LEVEL 3,It's very attractive to the libertarian viewpoint if we can explain it p...,Financial Cryptography in 7 Layers (Grigg 2000),"Princeton, USA [I2P]",67,Black,White,CYPHERPUNK FILES #7812,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7812
7813,Godspeed - ネット法と文化,Mr. Toad,LEVEL 2,Sorry to be a wet blanket.  Writing a description for this thing for gen...,The Crypto Anarchist Manifesto (May 1988),"Delft, NLD [Relay]",39,Black,White,CYPHERPUNK FILES #7813,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7813
7814,Mojo Man - ファイル共有,The Piercer,LEVEL 3,"You can get coins by getting someone to send you some, or turn on Option...",Principles of Economics (Menger 1871),"Helsinki, FIN [Tor]",62,Black,White,CYPHERPUNK FILES #7814,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7814
7815,Rex - 暗号特許,Applesauce,LEVEL 2,Nodes work all at once with little coordination.,Hashcash - A Denial of Service Counter-Measure (Back 2002),"Bletchley Park, GBR [VPN]",54,Black,White,CYPHERPUNK FILES #7815,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7815
7816,The Kiwi - 監視研究,The Hawk,LEVEL 2,A purely peer-to-peer version of electronic cash...,Objective Versus Intersubjective Truth (Szabo 1998),"Santa Cruz, USA [VPN]",46,Black,White,CYPHERPUNK FILES #7816,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7816
7817,Sasquatch - 匿名転送,The Provost,LEVEL 2,Proof-of-work has the nice property that it can be relayed through untru...,From Crossbows To Cryptography: Techno-Thwarting The State (Hammill 1987),"Leuven, BEL [Relay]",65,Black,White,CYPHERPUNK FILES #7817,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7817
7818,Molten Lava - ディージェイ,Mr. Right,LEVEL 2,"With the popularity of bitcoin addresses instead of sending by IP, we ca...",The Machinery of Freedom (Friedman 1989),"Grand Cayman, CYM [Proxy]",36,Black,White,CYPHERPUNK FILES #7818,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7818
7819,Mr. Anderson - 蛇口,Mr. Z,LEVEL 2,Messages should not be recorded in the block chain.,Hashcash - A Denial of Service Counter-Measure (Back 2002),"Princeton, USA [I2P]",62,Black,White,CYPHERPUNK FILES #7819,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7819
7820,The Don - 電子商取引,Mt. Mox,LEVEL 1,"If Bitcoin catches on in a big way, these are things we'll want to explo...",A Declaration of the Independence of Cyberspace (Barlow 1996),"Ithaca, USA [I2P]",56,Black,White,CYPHERPUNK FILES #7820,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7820
7821,Hellraiser - 鍵交換,Mr. Toad,LEVEL 2,there are so many applications if you could effortlessly pay a few cents...,A Cypherpunk's Manifesto (Hughes 1993),"Berlin, DEU [Proxy]",53,Black,White,CYPHERPUNK FILES #7821,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7821
7822,Lucky - データヘイブン,The Scribe,LEVEL 3,"I wasn't aware of the b-money page, but my ideas start from exactly that...",Protecting Privacy with Electronic Cash (Finney 1993),"Sydney, AUS [I2P]",49,Black,White,CYPHERPUNK FILES #7822,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7822
7823,Youngster - アーカイブ,The Machine,LEVEL 1,"Hey, you may be onto something!",An Austrian Perspective on the History of Economic Thought (Rothbard 1995),"Washington D.C., USA [Tor]",32,Black,White,CYPHERPUNK FILES #7823,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7823
7824,Van Helsing - リメーラー,The Diffuser,LEVEL 1,It looks like the bad chain was on block 74678 recently.  Can't wait to ...,Pricing via Processing or Combatting Junk Mail (Naor and Dwork 1993),"Leiden, NLD [Proxy]",45,Black,White,CYPHERPUNK FILES #7824,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7824
7825,Curtain Call - 侵入研究,Mt. Mox,LEVEL 1,The main idea of the system is the generation of a chain of hash based p...,Designing Trusted Services with Group Controls (Szabo 2000),"Leiden, NLD [Proxy]",41,Black,White,CYPHERPUNK FILES #7825,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7825
7826,The Soldier - ルートキット,V.I.P.,LEVEL 3,"I very much wanted to find some way to include a short message, but the ...",Formalizing and Securing Relationships on Public Networks (Szabo 1997),"Berlin, DEU [Proxy]",32,Black,White,CYPHERPUNK FILES #7826,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7826
7827,Money - 作業証明,The Kazoo,LEVEL 2,I was trying to implement an eBay style marketplace built in to the client.,Reflections on Trusting Trust (Thompson 1984),"Berkeley, USA [Tor]",47,Black,White,CYPHERPUNK FILES #7827,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7827
7828,Godspeed - ネット法と文化,The Kiwi,LEVEL 2,This is what makes me think the people objecting don't know what they're...,Smart Contracts Glossary (Szabo 1995),"Waterloo, CAN [Proxy]",45,Black,White,CYPHERPUNK FILES #7828,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7828
7829,Grill Master - 匿名スピーチ,Goldszmith,LEVEL 1,"I very much wanted to find some way to include a short message, but the ...",How to Share a Secret (Shamir 1979),"Fort Meade, USA [Relay]",27,Black,White,CYPHERPUNK FILES #7829,Who is Satoshi Nakamoto? These are the files.,ipfs://QmbcojT3L38PYGT82mbg323q3UFscV8M9pyj45Bi9E4Co6/7829
